fr_sentence,lr_sentence,language_pair,class,binary_class,sbert_score,length_score,jaccard_bigrams,jaccard_trigrams,jaccard_quadrigrams,phonetic_jaccard,corpus,language
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.",Es coma aquò que l'aura veguèt dins lo sorelh lo pus fòrt dels dos.,LIMSI_fr-oc_lan_lepontdemontvert,parallel,1,0.33226925134658813,0.06666666666666667,0.3466666666666667,0.1559633027522936,0.08403361344537816,0.18181818181818182,LIMSI_fr-oc_lan,lepontdemontvert
"Et notamment celui visant à étendre à l'enseignement public l’enseignement dit ""immersif"" - dans lequel une majorité de cours a lieu en occitan, en breton, en basque, etc.","È anzituttu quellu pigliendu à segnu di sparghje l’insignamentu publicu, l’insignamentu dettu « immersivu » - induve chì una magiurità di i corsi si passanu in uccitanu, brittonu, in bascu, etc.",parcolab_feltin-20230207_tr__fr-co,parallel,1,0.5561083555221558,0.0967741935483871,0.46616541353383456,0.16942148760330578,0.05821917808219178,0.34285714285714286,parcolab_feltin-20230207_tr_,co
2.,2.,parcolab_universal_tr__fr-gsw,semi-parallel,1,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,gsw
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.",Adoncas,LIMSI_fr-oc_noc_venteuges,semi-parallel,1,0.1295112669467926,0.9473684210526315,0.027777777777777776,0.0,0.0,0.0,LIMSI_fr-oc_noc,venteuges
"Et pourtant… L’été dernier, le gouvernement français a reçu une missive cinglante de la part du Conseil des droits de l’Homme des Nations unies, après une plainte déposée par le réseau européen des langues régionales ELEN.","Un trotzdem… Im letschte Sùmmer het d franzeesch Reijerung e bissiger Brief vùm Conseil des droits de l’Homme des Nations unies bekùmme, nochdem àss ne s europäische Netzwerk fer d Regionàlsproche ELEN e Anklaa ingereicht het.",parcolab_feltin-20230207_tr__fr-gsw,parallel,1,0.5619319677352905,0.0,0.44936708860759494,0.23208191126279865,0.16338028169014085,0.17647058823529413,parcolab_feltin-20230207_tr_,gsw
19.,19.,parcolab_filsprodigue_tr__fr-co,parallel,1,0.9999998807907104,0.0,1.0,0.0,0.0,0.0,parcolab_filsprodigue_tr_,co
29.,29.,parcolab_filsprodigue_tr__fr-co,parallel,1,1.0,0.0,1.0,0.0,0.0,0.0,parcolab_filsprodigue_tr_,co
"Enfin, étant rentré en lui-même, il dit : Combien y a-t-il, chez mon père, de serviteurs à gages qui ont plus de pain qu'il ne leur en faut ; et moi je meurs ici de faim !","A la fin, estent dintrat en el mèmes, diguèt : quantes i a dins l’ostal de mon paire de vailets que an de pan mai lo que lor’n cal, et ieu aicí aganissi.",parcolab_filsprodigue_tr__fr-oc,parallel,1,0.6622161269187927,0.10810810810810811,0.39316239316239315,0.16371681415929204,0.058394160583941604,0.21739130434782608,parcolab_filsprodigue_tr_,oc
"Mais c'est sur un autre terrain que j'aimerais me placer cette semaine, celui des simples faits.","Ma hè nant’à un antru terrenu ch’ella mi piaceria à piazzammi sta simana, solu quellu di i di i fatti.",parcolab_feltin-20210921_tr__fr-co,parallel,1,0.5606309175491333,0.2,0.3516483516483517,0.09032258064516129,0.040229885057471264,0.2222222222222222,parcolab_feltin-20210921_tr_,co
Et ainsi de suite (1).,È tira,parcolab_feltin-20211123_tr__fr-co,semi-parallel,1,0.5299948453903198,0.6,0.047619047619047616,0.0,0.0,0.0,parcolab_feltin-20211123_tr_,co
1.,"Wil e gemeinsàmi Ùfffàssùng ìwwer dìe Rachte ùn Fréiheite vìehmaßi wìchtich ìsch, fer ìn dëre Verpflìchtùng gànz noochzekùmme,",parcolab_universal_tr__fr-oc,non-parallel,0,0.4296168088912964,0.9444444444444444,0.0,0.0,0.0,0.0,parcolab_universal_tr_,oc
"À son retour, elle passa à Chypre, où elle fut cruellement outragée par quelques scélérats.",e in turnèndu,parcolab_boccace_tr__fr-co,semi-parallel,1,0.025810658931732178,0.8,0.06153846153846154,0.0,0.0,0.0,parcolab_boccace_tr_,co
"— » Le roi, qui avait été jusqu’alors insouciant et nonchalant, comme s’il se réveillait d’un long sommeil, commença par venger sévèrement l’injure faite à la dame, et se montra rigide punisseur","» Lo rei, que duscas ara èra pas estat tracassat, coma se se desrevelhava d’un brave som, comencèt que vendiquèt severament l’insolentariá facha a la dama, e puèi se mostrèt regde castigaire de totes los que portèron dempuèi un còp a l’onor de sa corona o que faguèron quicòm contra el. »",parcolab_boccace_tr__fr-oc,parallel,1,0.7980132102966309,0.38461538461538464,0.48344370860927155,0.1892744479495268,0.09476309226932668,0.15517241379310345,parcolab_boccace_tr_,oc
Il existe chez nous une confusion entre intégration et assimilation.,I a aquò nòstre una confusion entre integracion e assimilacion.,parcolab_feltin-20230207_tr__fr-oc,parallel,1,0.9579111337661743,0.0,0.5689655172413793,0.3924050632911392,0.3103448275862069,0.17647058823529413,parcolab_feltin-20230207_tr_,oc
"En Suisse, ""les langues nationales sont l’allemand, le français, l’italien et le romanche."" (article 4) tandis que ""les cantons déterminent leurs langues officielles."" (article 70) - un système qui, transposé en France, donnerait à l’alsacien un statut officiel en Alsace, de même que pour le corse en Corse, le basque au Pays basque, etc.",U fini di l'educazioni devi essa ch'ella si spanni a parsunalità umana da veru è ch'ellu piglii forza u rispettu di i diritti di l'omu è di i libertà fundamintali.,parcolab_feltin-20230207_tr__fr-gsw,non-parallel,0,0.1358502358198166,0.4444444444444444,0.3503184713375796,0.04878048780487805,0.0025252525252525255,0.03571428571428571,parcolab_feltin-20230207_tr_,gsw
1.,"Emai s’es sovent ignorat en frança, la proteccion dels dreches linguistics es plan un drech uman.",parcolab_universal_tr__fr-gsw,non-parallel,0,0.06885561347007751,0.9375,0.0,0.0,0.0,0.0,parcolab_universal_tr_,gsw
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.","Alora, lo solelh s'es mes a lúser e gaire de temps après, lo viatjaire eschaudat a levat lo sieu mantèl.",LIMSI_fr-oc_noc_marie,parallel,1,0.4520508646965027,0.05,0.3,0.11842105263157894,0.045714285714285714,0.06666666666666667,LIMSI_fr-oc_noc,marie
"La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort, quand ils ont vu un voyageur qui s'avançait, enveloppé dans son manteau.","Lo vent dau nòrd e lo solelh se disputaven, chascun disiá qu'era lo mai fòrt, quant vegueren un voiatjaire que s'avançava, emmantelat.",LIMSI_fr-oc_noc_agonac,parallel,1,0.4734213650226593,0.15384615384615385,0.49122807017543857,0.21875,0.14096916299559473,0.15789473684210525,LIMSI_fr-oc_noc,agonac
Article 19,Article,parcolab_universal_tr__fr-oc,semi-parallel,1,0.7896494269371033,0.5,0.6666666666666666,0.625,0.5714285714285714,1.0,parcolab_universal_tr_,oc
2.,2.,parcolab_universal_tr__fr-gsw,semi-parallel,1,1.0000003576278687,0.0,0.0,0.0,0.0,0.0,parcolab_universal_tr_,gsw
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.",30.,LIMSI_fr-oc_noc_laboule,non-parallel,0,0.015202123671770096,0.9333333333333333,0.0,0.0,0.0,0.0,LIMSI_fr-oc_noc,laboule
"Je vous assure pourtant qu'il s'agit là d'un programme on ne peut plus modéré et qu'en réalité, il faudrait aller bien plus loin.",Eppuru,parcolab_feltin-20220308_tr__fr-co,semi-parallel,1,0.11369404941797256,0.9565217391304348,0.011363636363636364,0.0,0.0,0.0,parcolab_feltin-20220308_tr_,co
Mais il sera trop tard.,Ma serà,parcolab_feltin-20211123_tr__fr-co,semi-parallel,1,0.5148590803146362,0.6,0.3,0.13636363636363635,0.09523809523809523,0.16666666666666666,parcolab_feltin-20211123_tr_,co
"La ratification de ces textes a donc valeur légale et même constitutionnelle"", comme le souligne le sociolinguiste Philippe Blanchet.","La ratificacion d’aqueles tèxtes a doncas valor legala, amai constitucionala » coma o joslinha lo sociolinguista Philippe Blanchet.",parcolab_feltin-20230207_tr__fr-oc,parallel,1,0.8360089063644409,0.05263157894736842,0.5818181818181818,0.41975308641975306,0.32972972972972975,0.375,parcolab_feltin-20230207_tr_,oc
"La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort, quand ils ont vu un voyageur qui s'avançait, enveloppé dans son manteau.","La bisa e lo solelh se disputavan, chascun afortissent qu'èra lo pus fòrt, quand veguèron un voiatjur que s'assarrava, plejat dins son sanlhe.",LIMSI_fr-oc_noc_venteuges,parallel,1,0.4121960401535034,0.11538461538461539,0.5086206896551724,0.25906735751295334,0.17180616740088106,0.25,LIMSI_fr-oc_noc,venteuges
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.",Ciò chì face dì à u famosu linguista Claude Hagège : « Credenu certi ch’ella si pò prumove una pensata francese in inglese : hanu u tortu.,LIMSI_fr-oc_noc_agonac,non-parallel,0,0.17177139222621918,0.2962962962962963,0.1953125,0.024509803921568627,0.0,0.027777777777777776,LIMSI_fr-oc_noc,agonac
"Quant à moi, qui ai toujours eu l'esprit taquin, je ne peux m'empêcher d'ajouter que cette méthode supposée néfaste est appliquée avec les encouragements du même Jean-Michel Blanquer dans... les lycées français à l'étranger.","No het de Wìnd àngfànge fescht ze blose, àwer wie meh de Wìnd geblose het, wie dichter het de Wànderer siner Màntel züegmàcht.",parcolab_feltin-20210921_tr__fr-co,non-parallel,0,0.2039872258901596,0.3235294117647059,0.21678321678321677,0.05078125,0.009966777408637873,0.06818181818181818,parcolab_feltin-20210921_tr_,co
"Alors, la bise s'est mise à souffler de toute sa force mais plus elle soufflait, plus le voyageur serrait son manteau autour de lui et à la fin, la bise a renoncé à le lui faire ôter.",Alòr,LIMSI_fr-oc_noc_sainte-sigolene,semi-parallel,1,0.14042936265468597,0.972972972972973,0.0375,0.015625,0.006711409395973154,0.0,LIMSI_fr-oc_noc,sainte
"Dans la tradition républicaine, en effet, il est censé n’y avoir chez nous qu’un seul peuple, le peuple français, dont l’unité a valeur constitutionnelle.",In a tradizione republicana,parcolab_feltin-20230207_tr__fr-co,semi-parallel,1,0.5349447131156921,0.8333333333333334,0.23469387755102042,0.1111111111111111,0.0718954248366013,0.08333333333333333,parcolab_feltin-20230207_tr_,co
L'enseignement technique et professionnel doit être généralisé; l'accès aux études supérieures doit être ouvert en pleine égalité à tous en fonction de leur mérite.,"U insignamentu tecnicu è prufissiunali ci voli à giniralizà lu; à l'alti studii ci devinu pudè ghjugna tutti à paru, sicondu u meritu.",parcolab_universal_tr__fr-co,parallel,1,0.21911516785621643,0.041666666666666664,0.27611940298507465,0.09090909090909091,0.022556390977443608,0.1111111111111111,parcolab_universal_tr_,co
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,"Sobàld àss e Individuum d Fähigkeit het, Zweisprochig ze sin, gibt s tàtsächlich ken Hinweis defuer, àss e Volik unbedingt einsprochig sin mues, so wie s de collectif « Justice pour nos langues » bemerike duet.",LIMSI_fr-co_corte,non-parallel,0,0.144538015127182,0.3611111111111111,0.21965317919075145,0.05415162454873646,0.013157894736842105,0.021739130434782608,LIMSI_fr-co,corte
"Ce qui l'ayant mis en colère, il ne voulait point entrer dans le logis; mais son père étant sorti pour l'en prier,",3.,parcolab_filsprodigue_tr__fr-oc,non-parallel,0,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,parcolab_filsprodigue_tr_,oc
"Alors le soleil a commencé à briller et au bout d'un moment, le voyageur, réchauffé, a ôté son manteau.","Alòrs, lu solelh comencet a raiar, au bot d'un moment, lu voiatjor, eschaurat, quitet son manteu.",LIMSI_fr-oc_noc_pressignac,parallel,1,0.39262086153030396,0.15789473684210525,0.5348837209302325,0.3228346456692913,0.2206896551724138,0.38095238095238093,LIMSI_fr-oc_noc,pressignac
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,Futeten de consent que 'queu-qui que 'ribariá le prumier a far posar son manteu au voiatjor seriá visat coma lo pus fòrt.,LIMSI_fr-oc_noc_bourganeuf,parallel,1,0.48512738943099976,0.043478260869565216,0.4392523364485981,0.2471264367816092,0.17857142857142858,0.3,LIMSI_fr-oc_noc,bourganeuf
"Aussi rudes soient-elles, en effet, elles ne changeront rien sur le plan juridique dans la mesure où l’institution ne dispose d’aucun pouvoir de coercition.",Tantu ruvide ch’elle sianu,parcolab_feltin-20230207_tr__fr-co,semi-parallel,1,0.0,0.8333333333333334,0.17525773195876287,0.046052631578947366,0.018292682926829267,0.0,parcolab_feltin-20230207_tr_,co
Ils sont tombés d'accord que celui qui arriverait le premier à faire ôter son manteau au voyageur serait regardé comme le plus fort.,Se betèron d'acòrd qu'aqueu qu'arribaria lo premier a faire levar son mantèu au viatjaire seria jutjat coma lo mai fòrt.,LIMSI_fr-oc_noc_risoul,parallel,1,0.6620933413505554,0.13043478260869565,0.49514563106796117,0.2909090909090909,0.1875,0.26666666666666666,LIMSI_fr-oc_noc,risoul
Il ne restait plus qu’Élisa à recevoir l’ordre de la reine.,D'Elisa het numme noch uf de,parcolab_boccace_tr__fr-gsw,semi-parallel,1,0.3537168502807617,0.45454545454545453,0.16666666666666666,0.0684931506849315,0.04,0.0625,parcolab_boccace_tr_,gsw
"dont le plus jeune dit à son père : mon père, donnez-moi ce qui doit me revenir de votre bien.Et le père leur fit le partage de son bien.",De Jingscht vu’ne het züem Vàtter g’sààt,parcolab_filsprodigue_tr__fr-gsw,semi-parallel,1,0.35882917046546936,0.7586206896551724,0.0967741935483871,0.022900763358778626,0.0,0.07692307692307693,parcolab_filsprodigue_tr_,gsw
"A partir de l'âge nubile, l'homme et la femme, sans aucune restriction quant à la race, la nationalité ou la religion, ont le droit de se marier et de fonder une famille.",Üssgewàchseni Manner ùn Fräue hàn s Racht,parcolab_universal_tr__fr-gsw,semi-parallel,1,0.05584700405597687,0.78125,0.18269230769230768,0.037267080745341616,0.016483516483516484,0.06896551724137931,parcolab_universal_tr_,gsw
L'Assemblée générale,"Tota persona que trabalha a drech a una paga equitabla e satisfasenta que li assegure, a ela emai a la familha una existéncia confòrma a la dignitat umana e que serà completada, se per cas es necessari, per totes los autres mejans de proteccion sociala.",parcolab_universal_tr__fr-gsw,non-parallel,0,0.24228760600090027,0.9555555555555556,0.10569105691056911,0.014285714285714285,0.004149377593360996,0.0,parcolab_universal_tr_,gsw
"(1) Enquête TF1-Sociovision, décembre 2021, échantillon de 3 500 personnes de 18 à 74 ans.","(1) Inchiesta TF1-Sociovision, dicembre di u 2021, campione di 3.500 persone da 18 à 74 anni.",parcolab_feltin-20220308_tr__fr-co,parallel,1,0.9709887504577637,0.0625,0.5465116279069767,0.36936936936936937,0.2975206611570248,0.3076923076923077,parcolab_feltin-20220308_tr_,co
Tous sont égaux devant la loi et ont droit sans distinction à une égale protection de la loi.,Pà a leggi tutti sò pari,parcolab_universal_tr__fr-co,semi-parallel,1,0.21758869290351868,0.6666666666666666,0.15625,0.031914893617021274,0.0,0.05,parcolab_universal_tr_,co
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.",Es coma aquò qu'a la rispa li foguèt reconéisser,LIMSI_fr-oc_lan_domessargues,semi-parallel,1,0.22782135009765625,0.4,0.3188405797101449,0.0891089108910891,0.037037037037037035,0.10526315789473684,LIMSI_fr-oc_lan,domessargues
"Nul ne peut être arbitrairement arrêté, détenu ni exilé.",Hanu scumissu che u primu chi arivava a faghi cascia u se mantilu sara ielu u ciü forti.,parcolab_universal_tr__fr-co,non-parallel,0,0.032236482948064804,0.5,0.12195121951219512,0.016129032258064516,0.0,0.0,parcolab_universal_tr_,co
- Adopter la proposition de loi du député Christophe Euzet consistant à ajouter les accents régionaux parmi les discriminations réprimées par le Code pénal.,"- Aduttà a pruposta di legge di u deputatu Christophe Euzet, chì cunsiste à aghjunghje l’incalchi regiunali trà e discriminazioni custrette da u Codice penale.",parcolab_feltin-20220308_tr__fr-co,parallel,1,0.8173631429672241,0.04,0.48739495798319327,0.2608695652173913,0.16,0.14705882352941177,parcolab_feltin-20220308_tr_,co
"Que dans les universités de Finlande, la minorité suédoise peut suivre la moitié des cours en finlandais, et l'autre en suédois ?","Chì, in l’università di Finlanda, a minurità svedese pò seguità a",parcolab_feltin-20220308_tr__fr-co,semi-parallel,1,0.8272305727005005,0.5,0.41025641025641024,0.16279069767441862,0.1,0.12,parcolab_feltin-20220308_tr_,co
"Alors, la bise s'est mise à souffler de toute sa force mais plus elle soufflait, plus le voyageur serrait son manteau autour de lui et à la fin, la bise a renoncé à le lui faire ôter.","Alavetz, la bisa se metèt a bufar a tota fòrça mes mai bufava, mai le voiatjur sarrava son mantèl sus el e a la fin, la bisa renoncièt a l'i far quitar.",LIMSI_fr-oc_lan_caraman,parallel,1,0.41835951805114746,0.13513513513513514,0.5294117647058824,0.2751322751322751,0.1638655462184874,0.2702702702702703,LIMSI_fr-oc_lan,caraman
"S’étant présentée tout en pleurs devant lui, elle dit : « — Mon Seigneur, je ne viens pas en ta présence parce que j’attends de toi vengeance de l’injure qui m’a été faite ; mais puisque tu ne peux me donner cette satisfaction, je te prie de m’enseigner comment tu fais pour souffrir les injures que j’entends dire que l’on te fait, afin que, me modelant sur toi, je puisse supporter patiemment la mienne que, Dieu le sait, je te donnerais volontiers si je le pouvais, attendu que tu les supportes si bien.",Se presentèt davant el,parcolab_boccace_tr__fr-oc,semi-parallel,1,0.28530558943748474,0.956989247311828,0.10884353741496598,0.04666666666666667,0.0225,0.05660377358490566,parcolab_boccace_tr_,oc
"Voici ses conclusions : ""Le réseau obtient aux évaluations d'entrée en sixième, au diplôme national du brevet, au baccalauréat, des résultats meilleurs que ceux de la moyenne nationale.",Eccune e so cunclusione,parcolab_feltin-20210921_tr__fr-co,semi-parallel,1,0.11518611758947372,0.8571428571428571,0.13131313131313133,0.05,0.028409090909090908,0.0,parcolab_feltin-20210921_tr_,co
"Ils ont des droits égaux au regard du mariage, durant le mariage et lors de sa dissolution.",2.,parcolab_universal_tr__fr-oc,non-parallel,0,0.0710454136133194,0.9411764705882353,0.0,0.0,0.0,0.0,parcolab_universal_tr_,oc
"Peu de jours après, le plus jeune de ces deux fils, ayant amassé tout ce qu'il avait, s'en alla dans un pays étranger fort éloigné, où il dissipa tout son bien en excès et en débauches.","E dopu qualchi giornu, à missu tuttu insemmi, lu figliolu chiucu, si n'andò in un paiesi luntanu e culà si magnò tuttu cosa ellu avia in scialli e iu cunvertaziuni.",parcolab_filsprodigue_tr__fr-co,parallel,1,0.3724682629108429,0.16666666666666666,0.30612244897959184,0.05128205128205128,0.009584664536741214,0.11764705882352941,parcolab_filsprodigue_tr_,co
28.,"Tota persona a drech al repaus e als lesers e, particularament, a una limitacion rasonabla de la durada del trabalh e a de vacanças periodicas pagadas.",parcolab_filsprodigue_tr__fr-co,non-parallel,0,0.20206263661384583,0.9615384615384616,0.0,0.0,0.0,0.0,parcolab_filsprodigue_tr_,co
"Ainsi, la bise a dû reconnaître que le soleil était le plus fort des deux.",Es coma aquò que l'aura veguèt dins,LIMSI_fr-oc_lan_lepontdemontvert,semi-parallel,1,0.3405255079269409,0.5333333333333333,0.23880597014925373,0.08888888888888889,0.03125,0.05263157894736842,LIMSI_fr-oc_lan,lepontdemontvert
"Enfin, étant rentré en lui-même, il dit : Combien y a-t-il, chez mon père, de serviteurs à gages qui ont plus de pain qu'il ne leur en faut ; et moi je meurs ici de faim !","Ma daparellu à pinzatu e à dittu, quantu servi in casa di Babbu ani pani quantu ni voni, et eiu qui mi morgu di fammi.",parcolab_filsprodigue_tr__fr-co,parallel,1,0.5165673494338989,0.32432432432432434,0.2966101694915254,0.08133971291866028,0.028455284552845527,0.21951219512195122,parcolab_filsprodigue_tr_,co
"Pour quoi, comme les bonnes choses peuvent toujours être utiles, on doit les écouter avec attention, quel que soit le narrateur.",Drùm muess mr de guete Gedànke ùffmerriksàm züheere,parcolab_boccace_tr__fr-gsw,semi-parallel,1,0.22192052006721497,0.6190476190476191,0.1262135922330097,0.006622516556291391,0.0,0.0,parcolab_boccace_tr_,gsw
